title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
somewhere,Focus,12200000.0,2010,en,7.596,2010-12-22,376,7000000.0,1785645.0,17023121.0,6.1,2010,97.0,"Comedy,Drama",6.3,40250,10023121.0,1.4318744285714287,12,December,4
winters bone,RAtt.,7300000.0,2010,en,9.824,2010-06-11,931,2000000.0,6531503.0,16131551.0,6.9,2010,100.0,"Drama,Mystery",7.2,127751,14131551.0,7.0657755,6,June,2
made in dagenham,SPC,11300000.0,2010,en,7.275,2010-11-19,150,8000000.0,1095369.0,15644196.0,6.6,2010,113.0,"Biography,Comedy,Drama",7.2,13121,7644196.0,0.9555245,11,November,4
blue valentine,Wein.,2600000.0,2010,en,8.994,2010-12-29,1677,1000000.0,9737892.0,16566240.0,6.9,2010,112.0,"Drama,Romance",7.4,170089,15566240.0,15.56624,12,December,4
chloe,SPC,8600000.0,2010,en,8.807,2010-03-26,940,13000000.0,3075255.0,11831131.0,5.9,2013,73.0,"Drama,Music,Romance",6.9,34,-1168869.0,-0.089913,3,March,1
the warriors way,Rela.,5400000.0,2010,en,8.259,2010-12-03,203,42000000.0,5666340.0,8514325.0,6.1,2010,100.0,"Action,Fantasy,Western",6.3,24271,-33485675.0,-0.7972779761904762,12,December,4
jonah hex,WB,356000.0,2010,en,13.467,2010-06-18,708,47000000.0,10547117.0,11022696.0,4.6,2010,81.0,"Action,Drama,Fantasy",4.7,51860,-35977304.0,-0.7654745531914894,6,June,2
cyrus,FoxS,2500000.0,2010,en,7.735,2010-06-18,201,7000000.0,7468936.0,10062896.0,6.0,2010,87.0,"Crime,Horror,Mystery",4.7,944,3062896.0,0.4375565714285714,6,June,2
cyrus,FoxS,2500000.0,2010,en,7.735,2010-06-18,201,7000000.0,7468936.0,10062896.0,6.0,2010,91.0,"Comedy,Drama,Romance",6.3,32457,3062896.0,0.4375565714285714,6,June,2
conviction,FoxS,2900000.0,2010,en,7.51,2010-10-15,297,12500000.0,6797696.0,11826980.0,7.2,2010,107.0,"Biography,Crime,Drama",7.2,39771,-673020.0,-0.0538416,10,October,4
conviction,FoxS,2900000.0,2010,en,7.51,2010-10-15,297,12500000.0,6797696.0,11826980.0,7.2,2018,110.0,Drama,7.0,234,-673020.0,-0.0538416,10,October,4
stone,Over.,7700000.0,2010,en,8.401,2010-10-22,334,22000000.0,1810078.0,4065020.0,5.2,2010,105.0,"Drama,Thriller",5.4,38667,-17934980.0,-0.8152263636363636,10,October,4
stone,Over.,7700000.0,2010,en,8.401,2010-10-22,334,22000000.0,1810078.0,4065020.0,5.2,2012,90.0,"Crime,Drama,Thriller",5.6,607,-17934980.0,-0.8152263636363636,10,October,4
never let me go,FoxS,7000000.0,2010,en,10.012,2010-09-15,1294,15000000.0,2434652.0,11173718.0,6.8,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084,-3826282.0,-0.25508546666666665,9,September,3
macgruber,Uni.,797000.0,2010,en,7.666,2010-05-21,270,10000000.0,8525600.0,8629895.0,5.3,2010,90.0,"Action,Comedy,Romance",5.5,39782,-1370105.0,-0.1370105,5,May,2
inside job,SPC,3600000.0,2010,en,9.514,2010-10-08,466,2000000.0,4311834.0,7799257.0,7.8,2010,109.0,"Crime,Documentary",8.3,65304,5799257.0,2.8996285,10,October,4
the joneses,RAtt.,5500000.0,2010,en,6.424,2010-04-16,312,10000000.0,1475746.0,3541565.0,6.2,2011,117.0,"Comedy,Drama",6.9,87,-6458435.0,-0.6458435,4,April,2
the joneses,RAtt.,5500000.0,2010,en,6.424,2010-04-16,312,10000000.0,1475746.0,3541565.0,6.2,2016,80.0,"Biography,Documentary",5.9,15,-6458435.0,-0.6458435,4,April,2
centurion,Magn.,6700000.0,2010,en,13.548,2010-02-15,673,15000000.0,123570.0,7885048.0,6.1,2010,97.0,"Action,Adventure,Drama",6.4,74085,-7114952.0,-0.47433013333333335,2,February,1
animal kingdom,SPC,5700000.0,2010,en,10.188,2010-08-13,399,4200000.0,1044039.0,8078683.0,6.8,2010,113.0,"Crime,Drama",7.3,51576,3878683.0,0.9234959523809524,8,August,3
its kind of a funny story,Focus,128000.0,2010,en,10.01,2010-10-08,1324,8000000.0,6363628.0,6632950.0,7.0,2010,101.0,"Comedy,Drama,Romance",7.1,125583,-1367050.0,-0.17088125,10,October,4
rabbit hole,LGF,2900000.0,2010,en,9.389,2010-12-16,292,5000000.0,2229058.0,6205034.0,6.8,2010,91.0,Drama,7.0,45357,1205034.0,0.2410068,12,December,4
the runaways,App.,1100000.0,2010,en,8.19,2010-03-19,448,9500000.0,3573673.0,5278632.0,6.4,2010,106.0,"Biography,Drama,Music",6.6,43792,-4221368.0,-0.4443545263157895,3,March,1
the runaways,App.,1100000.0,2010,en,8.19,2010-03-19,448,9500000.0,3573673.0,5278632.0,6.4,2019,108.0,Adventure,9.2,47,-4221368.0,-0.4443545263157895,3,March,1
four lions,Drft.,4400000.0,2010,en,9.968,2010-11-05,621,3750000.0,310007.0,2436111.0,7.0,2010,97.0,"Comedy,Crime,Drama",7.3,66209,-1313889.0,-0.3503704,11,November,4
please give,SPC,280000.0,2010,en,5.945,2010-01-22,81,3000000.0,4033574.0,4570178.0,6.3,2010,87.0,"Comedy,Drama",6.6,10652,1570178.0,0.5233926666666666,1,January,1
monsters,Magn.,4000000.0,2010,en,10.175,2010-10-29,848,500000.0,237301.0,5639730.0,6.2,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,5139730.0,10.27946,10,October,4
monsters,Magn.,4000000.0,2010,en,10.175,2010-10-29,848,500000.0,237301.0,5639730.0,6.2,2015,87.0,Horror,4.0,6,5139730.0,10.27946,10,October,4
monsters,Magn.,4000000.0,2010,en,10.175,2010-10-29,848,500000.0,237301.0,5639730.0,6.2,2019,116.0,"Drama,Romance",7.0,66,5139730.0,10.27946,10,October,4
the killer inside me,IFC,3800000.0,2010,en,7.087,2010-04-27,304,13000000.0,217277.0,3617277.0,5.9,2010,109.0,"Crime,Drama,Horror",6.1,31727,-9382723.0,-0.721747923076923,4,April,2
wild target,Free,3300000.0,2010,en,9.355,2010-10-29,356,8000000.0,109338.0,5314194.0,6.4,2010,98.0,"Action,Comedy,Crime",6.8,33915,-2685806.0,-0.33572575,10,October,4
kites,Relbig.,1300000.0,2010,hi,6.058,2010-05-21,67,9200000.0,1685269.0,17155193.0,5.8,2010,123.0,"Action,Drama,Romance",6.1,11353,7955193.0,0.8646948913043478,5,May,2
letters to god,Viv.,60300.0,2010,en,4.242,2010-04-09,71,3000000.0,2848587.0,3237452.0,6.9,2010,110.0,"Drama,Family",6.3,4443,237452.0,0.07915066666666666,4,April,2
afterlife,Anch.,1900000.0,2010,en,9.395,2009-11-07,416,4500000.0,108596.0,2481925.0,5.7,2014,93.0,"Comedy,Drama,Family",7.1,780,-2018075.0,-0.4484611111111111,11,November,4
casino jack,ATO,40700.0,2010,en,9.432,2010-12-17,149,12500000.0,2039869.0,2272186.0,6.1,2010,108.0,"Biography,Comedy,Crime",6.2,16191,-10227814.0,-0.81822512,12,December,4
all good things,Magn.,62500.0,2010,en,7.871,2010-12-03,493,20000000.0,582024.0,873617.0,6.0,2010,101.0,"Crime,Drama,Mystery",6.3,49684,-19126383.0,-0.95631915,12,December,4
i spit on your grave,Anch.,480000.0,2010,en,13.102,2010-10-08,977,1750000.0,93051.0,1278471.0,6.3,2010,108.0,"Horror,Thriller",6.3,68592,-471529.0,-0.2694451428571429,10,October,4
the extra man,Magn.,4500.0,2010,en,5.056,2010-08-01,46,7000000.0,453377.0,492108.0,5.9,2010,108.0,Comedy,5.9,4580,-6507892.0,-0.9296988571428572,8,August,3
the tempest,Mira.,68700.0,2010,en,6.3,2010-12-10,52,20000000.0,277943.0,277943.0,5.8,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073,-19722057.0,-0.98610285,12,December,4
the tempest,Mira.,68700.0,2010,en,6.3,2010-12-10,52,20000000.0,277943.0,277943.0,5.8,2010,131.0,Drama,7.8,94,-19722057.0,-0.98610285,12,December,4
the tempest,Mira.,68700.0,2010,en,6.3,2010-12-10,52,20000000.0,277943.0,277943.0,5.8,2014,169.0,"Comedy,Drama",8.5,171,-19722057.0,-0.98610285,12,December,4
welcome to the rileys,Gold.,158000.0,2010,en,8.348,2010-10-29,241,10000000.0,152857.0,355919.0,6.5,2010,110.0,Drama,7.0,22210,-9644081.0,-0.9644081,10,October,4
the girl on the train,Strand,97100.0,2010,en,1.595,2014-07-03,25,45000000.0,75395035.0,174278214.0,5.9,2013,80.0,Thriller,4.4,819,129278214.0,2.8728492,7,July,3
the girl on the train,Strand,97100.0,2010,en,1.595,2014-07-03,25,45000000.0,75395035.0,174278214.0,5.9,2016,112.0,"Crime,Drama,Mystery",6.5,150977,129278214.0,2.8728492,7,July,3
freakonomics,Magn.,16400.0,2010,en,5.705,2010-10-01,57,2900000.0,101270.0,172867.0,6.6,2010,93.0,Documentary,6.4,6466,-2727133.0,-0.9403906896551724,10,October,4
transformers dark of the moon,P/DW,771400000.0,2011,en,5.339,2011-06-28,4961,195000000.0,352390543.0,1123790543.0,6.1,2011,154.0,"Action,Adventure,Sci-Fi",6.2,366409,928790543.0,4.763028425641026,6,June,2
pirates of the caribbean on stranger tides,BV,804600000.0,2011,en,30.579,2011-05-20,8571,410600000.0,241063875.0,1045663875.0,6.4,2011,136.0,"Action,Adventure,Fantasy",6.6,447624,635063875.0,1.5466728567949342,5,May,2
the twilight saga breaking dawn part 1,Sum.,430900000.0,2011,en,19.22,2011-11-17,5098,127500000.0,281287133.0,689420051.0,6.0,2011,117.0,"Adventure,Drama,Fantasy",4.9,208387,561920051.0,4.40721608627451,11,November,4
kung fu panda 2,P/DW,500400000.0,2011,en,17.363,2011-05-25,3628,150000000.0,165249063.0,664837547.0,6.7,2011,90.0,"Action,Adventure,Animation",7.2,228465,514837547.0,3.4322503133333333,5,May,2
fast five,Uni.,416300000.0,2011,en,2.097,2011-04-28,4294,125000000.0,210031325.0,630163454.0,7.2,2011,130.0,"Action,Crime,Thriller",7.3,329892,505163454.0,4.041307632,4,April,2
the hangover part ii,WB,332300000.0,2011,en,32.266,2011-05-25,6231,80000000.0,254464305.0,586464305.0,6.4,2011,102.0,"Comedy,Mystery",6.5,432800,506464305.0,6.3308038125,5,May,2
the smurfs,Sony,421100000.0,2011,en,16.533,2011-07-29,2112,110000000.0,142614158.0,563749323.0,5.6,2011,103.0,"Adventure,Animation,Comedy",5.5,77577,453749323.0,4.124993845454545,7,July,3
cars 2,BV,370700000.0,2011,en,23.498,2011-06-16,4058,200000000.0,191450875.0,560155383.0,5.9,2011,106.0,"Adventure,Animation,Comedy",6.2,138914,360155383.0,1.800776915,6,June,2
puss in boots,P/DW,405700000.0,2011,en,9.078,2011-10-28,1422,130000000.0,149260504.0,554987477.0,6.3,2011,90.0,"Action,Adventure,Animation",6.6,133355,424987477.0,3.2691344384615384,10,October,4
sherlock holmes a game of shadows,WB,358600000.0,2011,en,18.301,2011-12-16,6380,125000000.0,186848418.0,535663443.0,7.1,2011,129.0,"Action,Adventure,Crime",7.5,394189,410663443.0,3.285307544,12,December,4
rio,Fox,341000000.0,2011,en,14.695,2011-04-15,3730,90000000.0,143619809.0,487519809.0,6.6,2011,96.0,"Adventure,Animation,Comedy",6.9,191621,397519809.0,4.416886766666667,4,April,2
rio,Fox,341000000.0,2011,en,14.695,2011-04-15,3730,90000000.0,143619809.0,487519809.0,6.6,2012,90.0,Documentary,8.3,14,397519809.0,4.416886766666667,4,April,2
rio,Fox,341000000.0,2011,en,14.695,2011-04-15,3730,90000000.0,143619809.0,487519809.0,6.6,2017,87.0,Drama,2.6,7,397519809.0,4.416886766666667,4,April,2
rise of the planet of the apes,Fox,305000000.0,2011,en,22.995,2011-08-04,7259,93000000.0,176760185.0,470986200.0,7.2,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020,377986200.0,4.064367741935484,8,August,3
thor,Par.,268300000.0,2011,en,38.068,2011-05-06,12764,150000000.0,181030624.0,449326618.0,6.7,2011,115.0,"Action,Adventure,Fantasy",7.0,683264,299326618.0,1.9955107866666666,5,May,2
the adventures of tintin,Par.,296400000.0,2011,en,11.981,2011-12-20,3251,130000000.0,77591831.0,373993951.0,6.8,2011,107.0,"Action,Adventure,Animation",7.3,202430,243993951.0,1.8768765461538461,12,December,4
captain america the first avenger,Par.,193900000.0,2011,en,25.808,2011-07-22,12810,140000000.0,176654505.0,370569776.0,6.9,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137,230569776.0,1.6469269714285715,7,July,3
xmen first class,Fox,207200000.0,2011,en,1.447,2011-06-03,8211,160000000.0,146408305.0,355408305.0,7.2,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930,195408305.0,1.22130190625,6,June,2
alvin and the chipmunks chipwrecked,Fox,209600000.0,2011,en,12.672,2011-12-16,1055,80000000.0,133107389.0,349088523.0,5.5,2011,87.0,"Adventure,Animation,Comedy",4.4,28158,269088523.0,3.3636065375,12,December,4
real steel,BV,213800000.0,2011,en,14.811,2011-10-06,4566,110000000.0,85463309.0,263880341.0,6.8,2011,127.0,"Action,Drama,Family",7.1,283534,153880341.0,1.398912190909091,10,October,4
bridesmaids,Uni.,119300000.0,2011,en,9.805,2011-05-13,2783,32500000.0,169211718.0,289632023.0,6.5,2011,125.0,"Comedy,Romance",6.8,249501,257132023.0,7.911754553846154,5,May,2
super 8,Par.,133100000.0,2011,en,14.39,2011-06-09,3934,50000000.0,127004179.0,257972745.0,6.7,2011,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,207972745.0,4.1594549,6,June,2
rango,Par.,122200000.0,2011,en,14.462,2011-03-03,3412,135000000.0,123477607.0,245724600.0,6.6,2011,107.0,"Adventure,Animation,Comedy",7.2,215761,110724600.0,0.8201822222222223,3,March,1
the green hornet,Sony,129000000.0,2011,en,14.501,2011-01-13,1897,110000000.0,98780042.0,229155503.0,5.5,2011,119.0,"Action,Comedy,Crime",5.8,148622,119155503.0,1.0832318454545455,1,January,1
immortals,Rela.,143400000.0,2011,en,14.774,2011-11-11,1431,75000000.0,83504017.0,211562435.0,5.8,2011,110.0,"Action,Drama,Fantasy",6.0,152992,136562435.0,1.8208324666666666,11,November,4
green lantern,WB,103300000.0,2011,en,17.257,2011-06-17,4290,200000000.0,116601172.0,219535492.0,5.1,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281,19535492.0,0.09767746,6,June,2
the help,BV,46900000.0,2011,en,12.598,2011-08-10,3944,25000000.0,169705587.0,213120004.0,8.1,2011,146.0,Drama,8.1,392699,188120004.0,7.52480016,8,August,3
bad teacher,Sony,115900000.0,2011,en,13.549,2011-06-19,2894,19000000.0,100292856.0,215448997.0,5.5,2011,92.0,"Comedy,Romance",5.7,181189,196448997.0,10.339420894736842,6,June,2
just go with it,Sony,111900000.0,2011,en,19.565,2011-02-11,2958,80000000.0,103028109.0,214974953.0,6.4,2011,117.0,"Comedy,Romance",6.4,200932,134974953.0,1.6871869125,2,February,1
battle los angeles,Sony,128300000.0,2011,en,12.721,2011-03-08,2049,70000000.0,83552429.0,213463976.0,5.6,2011,116.0,"Action,Sci-Fi",5.8,167052,143463976.0,2.0494853714285712,3,March,1
horrible bosses,WB (NL),92100000.0,2011,en,14.058,2011-07-08,3842,35000000.0,117538559.0,212417601.0,6.5,2011,98.0,"Comedy,Crime",6.9,398695,177417601.0,5.069074314285714,7,July,3
paranormal activity 3,Par.,103000000.0,2011,en,9.669,2011-10-21,1197,5000000.0,104028807.0,207039844.0,5.9,2011,83.0,"Horror,Mystery,Thriller",5.8,85689,202039844.0,40.4079688,10,October,4
hugo,Par.,111900000.0,2011,en,12.936,2011-11-23,4124,180000000.0,73864507.0,180047784.0,7.1,2011,126.0,"Adventure,Drama,Family",7.5,284869,47784.0,0.00026546666666666665,11,November,4
hugo,Par.,111900000.0,2011,en,12.936,2011-11-23,4124,180000000.0,73864507.0,180047784.0,7.1,2017,80.0,Documentary,7.9,11,47784.0,0.00026546666666666665,11,November,4
hop,Uni.,75900000.0,2011,en,14.738,2011-04-01,611,63000000.0,108085305.0,188657593.0,5.6,2011,95.0,"Adventure,Animation,Comedy",5.4,28893,125657593.0,1.9945649682539683,4,April,2
war horse,BV,97700000.0,2011,en,10.378,2011-12-25,1849,70000000.0,79883359.0,156815529.0,7.2,2011,146.0,"Drama,History,War",7.2,136447,86815529.0,1.2402218428571428,12,December,4
the descendants,FoxS,94700000.0,2011,en,10.444,2011-11-18,1522,20000000.0,82624961.0,175507800.0,6.8,2011,115.0,"Comedy,Drama",7.3,223464,155507800.0,7.77539,11,November,4
the descendants,FoxS,94700000.0,2011,en,10.444,2011-11-18,1522,20000000.0,82624961.0,175507800.0,6.8,2015,80.0,Drama,7.5,12,155507800.0,7.77539,11,November,4
in time,Fox,136400000.0,2011,en,18.912,2011-10-28,6245,35000000.0,37553932.0,165103952.0,6.8,2011,109.0,"Action,Crime,Drama",6.7,346077,130103952.0,3.7172557714285714,10,October,4
zookeeper,Sony,89500000.0,2011,en,10.764,2011-07-08,886,80000000.0,80360866.0,170805525.0,5.3,2011,102.0,"Comedy,Family,Romance",5.2,52396,90805525.0,1.1350690625,7,July,3
the muppets,BV,76600000.0,2011,en,11.324,2011-11-23,831,45000000.0,88625922.0,160971922.0,6.6,2011,103.0,"Adventure,Comedy,Family",7.1,82752,115971922.0,2.5771538222222223,11,November,4
limitless,Rela.,82600000.0,2011,en,19.453,2011-03-08,6295,27000000.0,79249455.0,155564919.0,7.1,2011,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,128564919.0,4.761663666666666,3,March,1
limitless,Rela.,82600000.0,2011,en,19.453,2011-03-08,6295,27000000.0,79249455.0,155564919.0,7.1,2015,3.0,"Biography,Documentary",6.7,10,128564919.0,4.761663666666666,3,March,1
limitless,Rela.,82600000.0,2011,en,19.453,2011-03-08,6295,27000000.0,79249455.0,155564919.0,7.1,2017,57.0,Documentary,3.9,8,128564919.0,4.761663666666666,3,March,1
johnny english reborn,Uni.,151800000.0,2011,en,15.542,2011-10-21,1810,45000000.0,8406711.0,164640401.0,6.1,2011,101.0,"Action,Adventure,Comedy",6.3,110824,119640401.0,2.6586755777777777,10,October,4
final destination 5,WB (NL),115300000.0,2011,en,13.392,2011-08-12,1701,40000000.0,42587643.0,155011165.0,6.0,2011,92.0,Horror,5.9,98061,115011165.0,2.875279125,8,August,3
tower heist,Uni.,74900000.0,2011,en,12.213,2011-11-04,1592,85000000.0,78046570.0,150422946.0,6.0,2011,104.0,"Action,Comedy,Crime",6.2,125102,65422946.0,0.7696817176470588,11,November,4
midnight in paris,SPC,94300000.0,2011,en,13.171,2011-05-20,3965,30000000.0,56816662.0,162502774.0,7.5,2011,94.0,"Comedy,Fantasy,Romance",7.7,356500,132502774.0,4.416759133333334,5,May,2
happy feet two,WB,86400000.0,2011,en,8.131,2011-11-17,754,135000000.0,64006466.0,157956466.0,5.9,2011,100.0,"Adventure,Animation,Comedy",5.9,38396,22956466.0,0.1700478962962963,11,November,4
i am number four,BV,94800000.0,2011,en,11.555,2011-02-18,2805,50000000.0,55100437.0,146195159.0,6.0,2011,111.0,"Action,Adventure,Sci-Fi",6.1,217762,96195159.0,1.92390318,2,February,1
jack and jill,Sony,75500000.0,2011,en,11.277,2011-11-11,1124,79000000.0,74158157.0,150519217.0,4.1,2011,91.0,Comedy,3.3,71361,71519217.0,0.9053065443037974,11,November,4
friends with benefits,SGem,93700000.0,2011,en,14.019,2011-07-21,4637,35000000.0,55802754.0,146595891.0,6.6,2011,109.0,"Comedy,Romance",6.6,317338,111595891.0,3.1884540285714285,7,July,3
no strings attached,Par.,78600000.0,2011,en,14.203,2011-01-21,2612,25000000.0,70662220.0,149228078.0,6.2,2011,108.0,"Comedy,Romance",6.2,197663,124228078.0,4.96912312,1,January,1
arthur christmas,Sony,101000000.0,2011,en,12.981,2011-11-23,692,85000000.0,46462469.0,149717124.0,6.7,2011,97.0,"Adventure,Animation,Comedy",7.1,45439,64717124.0,0.7613779294117647,11,November,4
source code,Sum.,92600000.0,2011,en,13.495,2011-04-01,4529,32000000.0,54712227.0,140428499.0,7.2,2011,93.0,"Action,Drama,Sci-Fi",7.5,452036,108428499.0,3.38839059375,4,April,2
crazy stupid love,WB,58500000.0,2011,en,13.277,2011-07-29,4585,50000000.0,84351197.0,147142328.0,7.2,2011,118.0,"Comedy,Drama,Romance",7.4,436830,97142328.0,1.94284656,7,July,3
contagion,WB,59800000.0,2011,en,10.444,2011-09-09,2128,60000000.0,75658097.0,137551594.0,6.3,2011,106.0,"Action,Drama,Thriller",6.6,201536,77551594.0,1.2925265666666668,9,September,3
the artist,Wein.,88800000.0,2011,en,10.155,2011-10-14,1787,16000000.0,44667095.0,128256712.0,7.4,2011,100.0,"Comedy,Drama,Romance",7.9,217184,112256712.0,7.0160445,10,October,4
the artist,Wein.,88800000.0,2011,en,10.155,2011-10-14,1787,16000000.0,44667095.0,128256712.0,7.4,2011,100.0,Thriller,6.8,6,112256712.0,7.0160445,10,October,4
unknown,WB,67099999.0,2011,en,12.08,2011-02-18,2043,40000000.0,63686397.0,136123083.0,6.6,2011,113.0,"Action,Mystery,Thriller",6.9,235167,96123083.0,2.403077075,2,February,1
unknown,WB,67099999.0,2011,en,12.08,2011-02-18,2043,40000000.0,63686397.0,136123083.0,6.6,2012,96.0,Drama,6.9,14,96123083.0,2.403077075,2,February,1
the adjustment bureau,Uni.,65400000.0,2011,en,13.717,2011-03-04,2615,50200000.0,62495645.0,126931325.0,6.6,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,76731325.0,1.5285124501992031,3,March,1
we bought a zoo,Fox,44500000.0,2011,en,9.931,2011-12-23,1523,50000000.0,75624550.0,118729073.0,6.7,2011,124.0,"Comedy,Drama,Family",7.1,126849,68729073.0,1.37458146,12,December,4
water for elephants,Fox,58400000.0,2011,en,6.209,2011-04-22,1627,38000000.0,58709717.0,116809717.0,6.9,2011,120.0,"Drama,Romance",6.9,105812,78809717.0,2.0739399210526317,4,April,2
the iron lady,Wein.,84900000.0,2011,en,8.987,2011-12-30,899,14000000.0,29959436.0,115592104.0,6.4,2011,105.0,"Biography,Drama",6.4,96066,101592104.0,7.256578857142857,12,December,4
moneyball,Sony,34600000.0,2011,en,15.393,2011-09-22,2255,50000000.0,75605492.0,111300835.0,7.1,2011,133.0,"Biography,Drama,Sport",7.6,326657,61300835.0,1.2260167,9,September,3
sanctum,Uni.,85400000.0,2011,en,7.457,2011-02-04,515,30000000.0,23209310.0,108957098.0,5.9,2011,108.0,"Adventure,Drama,Thriller",5.9,51318,78957098.0,2.631903266666667,2,February,1
justin bieber never say never,Par.,26000000.0,2011,en,8.602,2011-02-11,240,13000000.0,73013910.0,99034125.0,5.1,2011,105.0,"Documentary,Music",1.6,74978,86034125.0,6.618009615384615,2,February,1
paul,Uni.,60600000.0,2011,en,15.234,2011-03-17,3017,40000000.0,37412945.0,101162106.0,6.5,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,61162106.0,1.52905265,3,March,1
paul,Uni.,60600000.0,2011,en,15.234,2011-03-17,3017,40000000.0,37412945.0,101162106.0,6.5,2016,71.0,Drama,4.8,6,61162106.0,1.52905265,3,March,1
scream 4,W/Dim.,59000000.0,2011,en,16.082,2011-04-11,1610,40000000.0,38180928.0,95989590.0,6.2,2011,111.0,"Horror,Mystery",6.2,118779,55989590.0,1.39973975,4,April,2
insidious,FD,43000000.0,2011,en,16.197,2011-04-01,3582,1500000.0,54009150.0,99870886.0,6.9,2010,103.0,"Horror,Mystery,Thriller",6.9,254197,98370886.0,65.58059066666667,4,April,2
the rite,WB (NL),63000000.0,2011,en,9.676,2011-01-28,994,37000000.0,33047633.0,97143987.0,5.9,2011,114.0,"Drama,Horror,Mystery",6.0,85604,60143987.0,1.6255131621621621,1,January,1
dolphin tale,WB,23100000.0,2011,en,10.679,2011-09-23,327,37000000.0,72286779.0,96068724.0,6.8,2011,113.0,"Drama,Family",6.9,20746,59068724.0,1.596452,9,September,3
season of the witch,Rela.,66800000.0,2011,en,12.535,2011-01-07,1352,40000000.0,24827228.0,91126600.0,5.3,2011,95.0,"Action,Adventure,Fantasy",5.4,85777,51126600.0,1.278165,1,January,1
sucker punch,WB,53400000.0,2011,en,14.416,2011-03-25,2716,75000000.0,36392502.0,89758389.0,6.0,2011,110.0,"Action,Adventure,Fantasy",6.1,218371,14758389.0,0.19677852,3,March,1
