title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,movie,production_budget,domestic_gross,worldwide_gross,vote_average
diary of a wimpy kid the long haul,Fox,19400000.0,2017,en,10.839,2017-05-19,193,diary of a wimpy kid the long haul,22000000.0,20738724.0,35609577.0,5.6
the house,WB (NL),8600000.0,2017,en,9.62,2017-06-30,474,the house,40000000.0,25584504.0,31192425.0,5.7
the disaster artist,A24,8700000.0,2017,en,13.27,2017-12-01,1895,the disaster artist,10000000.0,21120616.0,28717667.0,7.2
chips,WB,8199999.0,2017,en,13.744,2017-03-24,657,chips,25000000.0,18600152.0,23190292.0,6.0
the bye bye man,STX,4300000.0,2017,en,9.847,2017-01-13,678,the bye bye man,7400000.0,22395806.0,31187727.0,5.1
only the brave,Sony,7400000.0,2017,en,14.163,2017-10-20,603,only the brave,38000000.0,18340051.0,24555177.0,7.0
father figures,WB,8100000.0,2017,en,12.45,2017-12-22,277,father figures,25000000.0,17501244.0,21038441.0,5.8
the founder,Wein.,11300000.0,2017,en,12.349,2017-01-20,2093,the founder,15000000.0,12786053.0,24403192.0,7.0
it comes at night,A24,5300000.0,2017,en,12.337,2017-06-09,1141,it comes at night,5000000.0,13985117.0,19720203.0,5.8
the lost city of z,BST,10700000.0,2017,en,11.048,2017-04-21,1397,the lost city of z,30000000.0,8574339.0,17121823.0,6.2
the space between us,STX,6900000.0,2017,en,14.437,2017-02-03,1455,the space between us,30000000.0,7885294.0,16481405.0,7.1
roman j israel esq,Sony,1100000.0,2017,en,12.688,2017-11-17,499,roman j israel esq,22000000.0,11962712.0,12967012.0,6.2
stronger,RAtt.,4200000.0,2017,en,7.836,2017-09-22,782,stronger,30000000.0,4211129.0,8786752.0,7.0
tulip fever,Wein.,5900000.0,2017,en,9.89,2017-08-25,307,tulip fever,25000000.0,2455635.0,6792768.0,6.4
just getting started,BG,1600000.0,2017,en,8.459,2017-12-08,94,just getting started,22000000.0,6069605.0,6756412.0,4.9
all saints,Affirm,140000.0,2017,en,4.042,2017-08-25,25,all saints,2000000.0,5802208.0,5941994.0,6.1
table 19,FoxS,1400000.0,2017,en,7.551,2017-03-03,604,table 19,5000000.0,3614896.0,4620399.0,6.0
collide,ORF,2500000.0,2017,en,9.035,2017-02-24,331,collide,29200000.0,2280004.0,5466698.0,5.6
the wall,RAtt.,2700000.0,2017,de,5.577,2013-06-07,61,the wall,3000000.0,1803064.0,4495262.0,6.7
patti cake,FoxS,682000.0,2017,en,6.934,2017-08-18,122,patti cake,1000000.0,800148.0,1471090.0,7.0
city of ghosts,IFC,100000.0,2017,en,4.341,2017-07-14,24,city of ghosts,17500000.0,325491.0,325491.0,7.1
avengers infinity war,BV,13695.0,2018,en,80.773,2018-04-27,13948,avengers infinity war,300000000.0,678815482.0,2048134200.0,8.3
black panther,BV,646900000.0,2018,en,2.058,2011-01-18,11,black panther,200000000.0,700059566.0,1348258224.0,5.1
jurassic world fallen kingdom,Uni.,891800000.0,2018,en,34.958,2018-06-22,5995,jurassic world fallen kingdom,170000000.0,417719760.0,1305772799.0,6.5
incredibles 2,BV,634200000.0,2018,en,36.286,2018-06-15,6354,incredibles 2,200000000.0,608581744.0,1242520711.0,7.6
aquaman,WB,812700000.0,2018,en,38.102,2018-12-21,6155,aquaman,160000000.0,335061807.0,1146894640.0,6.8
bohemian rhapsody,Fox,687200000.0,2018,en,37.197,2018-11-02,7629,bohemian rhapsody,55000000.0,216303339.0,894985342.0,8.1
deadpool 2,Fox,460500000.0,2018,en,38.894,2018-05-10,8773,deadpool 2,110000000.0,324591735.0,786680557.0,7.5
fantastic beasts the crimes of grindelwald,WB,494100000.0,2018,en,48.508,2018-11-16,4870,fantastic beasts the crimes of grindelwald,200000000.0,159555901.0,652220086.0,6.9
antman and the wasp,BV,406000000.0,2018,en,44.729,2018-07-06,6290,antman and the wasp,130000000.0,216648740.0,623144660.0,7.0
ready player one,WB,445200000.0,2018,en,30.029,2018-03-29,7021,ready player one,150000000.0,137690172.0,579290136.0,7.6
the meg,WB,384800000.0,2018,en,31.397,2018-08-10,2896,the meg,178000000.0,145443742.0,529530715.0,5.9
ralph breaks the internet,BV,328100000.0,2018,en,48.057,2018-11-21,2626,ralph breaks the internet,175000000.0,201091711.0,524283695.0,7.2
hotel transylvania 3 summer vacation,Sony,361100000.0,2018,en,26.815,2018-06-30,1673,hotel transylvania 3 summer vacation,65000000.0,167500092.0,527079962.0,6.8
bumblebee,Par.,340800000.0,2018,en,43.078,2018-12-21,2425,bumblebee,102000000.0,127195589.0,465195589.0,6.5
solo a star wars story,BV,179200000.0,2018,en,29.502,2018-05-25,3838,solo a star wars story,275000000.0,213767512.0,393151347.0,6.6
fifty shades freed,Uni.,271500000.0,2018,en,22.512,2018-02-09,3535,fifty shades freed,55000000.0,100407760.0,371350619.0,6.1
peter rabbit,Sony,236000000.0,2018,en,15.974,2018-02-09,650,peter rabbit,50000000.0,115234093.0,347136477.0,6.5
mary poppins returns,BV,177600000.0,2018,en,30.419,2018-12-19,1457,mary poppins returns,130000000.0,171958438.0,341528518.0,6.6
a quiet place,Par.,152900000.0,2018,en,29.154,2018-04-06,5848,a quiet place,17000000.0,188024361.0,334522294.0,7.3
green book,Uni.,234700000.0,2018,en,36.284,2018-11-16,3499,green book,23000000.0,85080171.0,322034439.0,8.3
skyscraper,Uni.,236400000.0,2018,en,26.229,2018-07-13,2177,skyscraper,125000000.0,68420120.0,304115534.0,6.1
pacific rim uprising,Uni.,231100000.0,2018,en,30.019,2018-03-23,2213,pacific rim uprising,155000000.0,59874525.0,290930148.0,5.9
maze runner the death cure,Fox,230200000.0,2018,en,23.166,2018-01-26,3894,maze runner the death cure,61000000.0,58032443.0,265878536.0,7.0
tomb raider,WB,216400000.0,2018,en,24.968,2018-03-16,4310,tomb raider,90000000.0,58250803.0,273477501.0,6.3
crazy rich asians,WB,64000000.0,2018,en,17.969,2018-08-15,1496,crazy rich asians,30000000.0,174532921.0,238099711.0,7.1
smallfoot,WB,130900000.0,2018,en,26.231,2018-09-28,600,smallfoot,80000000.0,83240103.0,213691277.0,6.6
creed ii,MGM,98300000.0,2018,en,26.907,2018-11-21,2236,creed ii,50000000.0,115715889.0,213591522.0,6.7
the equalizer 2,Sony,88300000.0,2018,en,22.961,2018-07-20,2089,the equalizer 2,77000000.0,102084362.0,190453132.0,6.4
the nutcracker and the four realms,BV,119100000.0,2018,en,26.235,2018-11-02,909,the nutcracker and the four realms,132900000.0,54858851.0,170293899.0,6.0
the mule,WB,68700000.0,2018,en,6.161,2014-03-10,77,the mule,50000000.0,103804407.0,170857676.0,6.4
insidious the last key,Uni.,100100000.0,2018,en,16.017,2018-01-05,1306,insidious the last key,10000000.0,67745330.0,167885588.0,6.1
red sparrow,Fox,104700000.0,2018,en,18.117,2018-03-02,3406,red sparrow,69000000.0,46874505.0,145951861.0,6.5
the first purge,Uni.,67500000.0,2018,en,28.44,2018-07-04,1846,the first purge,13000000.0,69488745.0,136617305.0,5.8
a wrinkle in time,BV,32200000.0,2018,en,12.529,2018-03-09,1073,a wrinkle in time,103000000.0,100478608.0,133401882.0,5.0
the house with a clock in its walls,Uni.,62900000.0,2018,en,21.805,2018-09-21,933,the house with a clock in its walls,40000000.0,68549695.0,126331750.0,6.2
instant family,Par.,53200000.0,2018,en,22.634,2018-11-16,782,instant family,48000000.0,67363237.0,119736188.0,7.6
the commuter,LGF,83600000.0,2018,en,20.063,2018-01-12,2394,the commuter,40000000.0,36343858.0,101985431.0,6.2
game night,WB (NL),48500000.0,2018,en,19.459,2018-02-23,2756,game night,37000000.0,69179066.0,117378084.0,6.9
first man,Uni.,60800000.0,2018,en,22.958,2018-10-12,2304,first man,60000000.0,44936545.0,105203825.0,7.1
alpha,Studio 8,62300000.0,2018,el,0.84,2015-01-25,1,alpha,51000000.0,35851379.0,99624873.0,7.0
a simple favor,LGF,44100000.0,2018,en,21.121,2018-09-14,1756,a simple favor,20000000.0,53548586.0,97628717.0,6.6
the favourite,FoxS,61600000.0,2018,en,28.651,2018-11-23,2096,the favourite,15000000.0,34366783.0,94113929.0,7.7
truth or dare,Uni.,53900000.0,2018,en,8.102,2012-08-06,194,truth or dare,3500000.0,41411015.0,95127344.0,5.6
i feel pretty,STX,45700000.0,2018,en,16.298,2018-04-20,1088,i feel pretty,32000000.0,48795601.0,91553797.0,6.4
blockers,Uni.,33700000.0,2018,en,21.841,2018-04-06,969,blockers,21000000.0,60311495.0,94045328.0,6.1
goosebumps 2 haunted halloween,Sony,46600000.0,2018,en,20.238,2018-10-12,428,goosebumps 2 haunted halloween,35000000.0,46697321.0,93291478.0,5.6
blackkklansman,Focus,44000000.0,2018,en,25.101,2018-07-30,3138,blackkklansman,15000000.0,49275340.0,93017335.0,7.6
sherlock gnomes,Par.,47100000.0,2018,en,12.987,2018-03-23,343,sherlock gnomes,59000000.0,43242871.0,87527651.0,5.4
mortal engines,Uni.,67700000.0,2018,en,40.095,2018-12-14,1751,mortal engines,100000000.0,15951040.0,85287417.0,6.0
den of thieves,STX,35600000.0,2018,en,22.738,2018-01-19,1244,den of thieves,30000000.0,44947622.0,80131391.0,6.6
hereditary,A24,35300000.0,2018,en,26.185,2018-06-08,2491,hereditary,10000000.0,44069456.0,70133905.0,7.0
tag,WB (NL),23400000.0,2018,en,1.4,2015-05-04,1,tag,28000000.0,54730625.0,77026186.0,4.0
vice,Annapurna,28200000.0,2018,en,14.641,2015-01-16,312,vice,60000000.0,47836282.0,70883171.0,4.3
widows,Fox,33600000.0,2018,en,20.628,2018-11-16,941,widows,40000000.0,42402632.0,73866088.0,6.5
sicario day of the soldado,Sony,25800000.0,2018,en,29.725,2018-06-29,1317,sicario day of the soldado,35000000.0,50065850.0,75885196.0,6.7
second act,STX,33000000.0,2018,en,16.322,2018-12-21,361,second act,15700000.0,39282227.0,63288854.0,6.2
12 strong,WB,21600000.0,2018,en,13.183,2018-01-19,1312,12 strong,35000000.0,45819713.0,71118378.0,5.6
love simon,Fox,25500000.0,2018,en,15.608,2018-03-16,3165,love simon,10000000.0,40826341.0,65520633.0,8.2
mile 22,STX,30200000.0,2018,en,21.246,2018-08-17,920,mile 22,35000000.0,36108758.0,66295121.0,6.0
life of the party,WB (NL),12800000.0,2018,en,13.696,2018-05-11,435,life of the party,30000000.0,53059911.0,65759911.0,6.2
adrift,STX,28500000.0,2018,en,0.6,2013-07-01,1,adrift,35000000.0,31445011.0,57897191.0,7.0
the 1517 to paris,WB,20800000.0,2018,en,11.576,2018-02-09,799,the 1517 to paris,30000000.0,36276286.0,56096200.0,5.3
early man,LGF,46400000.0,2018,en,16.675,2018-02-16,338,early man,50000000.0,8267544.0,45285890.0,5.9
peppermint,STX,18400000.0,2018,en,32.476,2018-09-07,716,peppermint,25000000.0,35418723.0,51800758.0,6.5
teen titans go to the movies,WB,22300000.0,2018,en,16.523,2018-07-27,304,teen titans go to the movies,10000000.0,29790236.0,51620593.0,7.0
slender man,SGem,21200000.0,2018,en,16.999,2018-08-10,712,slender man,10000000.0,30564825.0,51723644.0,4.0
uncle drew,LG/S,4200000.0,2018,en,10.836,2018-06-29,220,uncle drew,18000000.0,42469946.0,46527161.0,6.5
mary queen of scots,Focus,29900000.0,2018,en,2.242,2013-09-08,16,mary queen of scots,25000000.0,16468499.0,46734733.0,4.7
the possession of hannah grace,SGem,28200000.0,2018,en,20.263,2018-11-30,393,the possession of hannah grace,6000000.0,14836174.0,42785387.0,5.1
the darkest minds,Fox,28400000.0,2018,en,23.967,2018-08-03,1158,the darkest minds,34000000.0,12695691.0,38361428.0,6.8
on the basis of sex,Focus,13600000.0,2018,en,32.624,2018-12-25,225,on the basis of sex,20000000.0,24622687.0,38073377.0,7.4
the hate u give,Fox,5200000.0,2018,en,19.135,2018-10-19,636,the hate u give,23000000.0,29719483.0,35067665.0,8.2
bad times at the el royale,Fox,14000000.0,2018,en,31.32,2018-10-12,1365,bad times at the el royale,32000000.0,17839115.0,29204379.0,6.8
white boy rick,Studio 8,1900000.0,2018,en,13.794,2018-09-14,277,white boy rick,30000000.0,24004833.0,25947983.0,6.3
paul apostle of christ,Affirm,5500000.0,2018,en,12.005,2018-03-28,98,paul apostle of christ,5000000.0,17547999.0,25529498.0,7.1
proud mary,SGem,876000.0,2018,en,9.371,2018-01-12,259,proud mary,30000000.0,20868638.0,21709539.0,5.5
superfly,Sony,236000.0,2018,en,12.046,2018-06-13,130,superfly,16000000.0,20537137.0,20723581.0,6.5
if beale street could talk,Annapurna,5700000.0,2018,en,13.579,2018-12-14,388,if beale street could talk,12000000.0,14915773.0,19859167.0,7.2
hell fest,LGF,7100000.0,2018,en,12.955,2018-09-28,273,hell fest,5500000.0,11107431.0,18119231.0,5.5
unfriended dark web,BH Tilt,6300000.0,2018,en,17.861,2018-07-20,365,unfriended dark web,1000000.0,8866745.0,16434588.0,6.1
upgrade,BH Tilt,2400000.0,2018,en,21.413,2018-06-01,1326,upgrade,3000000.0,11977130.0,16553285.0,7.4
unsane,BST,6600000.0,2018,en,16.316,2018-03-23,667,unsane,1500000.0,7690044.0,14244931.0,6.2
the sisters brothers,Annapurna,10000000.0,2018,en,13.738,2018-09-21,590,the sisters brothers,38000000.0,3143056.0,13143056.0,7.0
welcome to marwen,Uni.,2100000.0,2018,en,22.032,2018-12-21,286,welcome to marwen,45000000.0,10763520.0,12874922.0,6.6
hotel artemis,Global Road,6000000.0,2018,en,14.585,2018-06-08,471,hotel artemis,15000000.0,6708137.0,12758799.0,5.9
kin,LGF,4300000.0,2018,en,23.805,2018-08-31,289,kin,30000000.0,5718096.0,10096821.0,6.2
suspiria,Amazon,5400000.0,2018,en,16.925,2018-10-26,752,suspiria,20000000.0,2483472.0,7034615.0,7.0
destroyer,Annapurna,4000000.0,2018,en,17.815,2018-12-25,176,destroyer,9000000.0,1533324.0,3681096.0,5.9
bilal a new breed of hero,VE,1700000.0,2018,en,2.707,2018-02-02,54,bilal a new breed of hero,30000000.0,490973.0,648599.0,6.8
